Gene.stable.ID	Gene.name	Gene.type	Gene.description	Chromosome.scaffold.name	logFC	logCPM	LR	PValue	FDR
ENSG00000171621	SPSB1	protein_coding	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]	1	1.97474508346139	3.12876019683119	34.116369771933	5.19127086491909e-09	7.93433838994233e-05
ENSG00000240291	AL450384.2	lncRNA	novel transcript, antisense to CACNB2	10	-1.23321197510691	2.46249314478622	26.0342301164834	3.35417377031918e-07	0.00127878196912365
ENSG00000237438	CECR7	transcribed_unprocessed_pseudogene	cat eye syndrome chromosome region, candidate 7 [Source:HGNC Symbol;Acc:HGNC:1845]	22	-2.40661741169012	1.53506954973454	23.5352713613845	1.22644676193493e-06	0.00234312653867669
ENSG00000206561	COLQ	protein_coding	collagen like tail subunit of asymmetric acetylcholinesterase [Source:HGNC Symbol;Acc:HGNC:2226]	3	-1.69315323640614	4.05433081827115	22.9386978765049	1.67250670170913e-06	0.00256842378578252
ENSG00000214279	SCART1	protein_coding	scavenger receptor family member expressed on T cells 1 [Source:HGNC Symbol;Acc:HGNC:32411]	10	-1.82583039155327	4.22341252099562	22.8779373542625	1.72621918800227e-06	0.00256842378578252
ENSG00000197646	PDCD1LG2	protein_coding	programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]	9	1.91969656159856	0.0699886957938102	21.7642758374326	3.08287315478427e-06	0.00362451025367098
ENSG00000249786	EAF1-AS1	lncRNA	EAF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42328]	3	-2.1820428895119	-0.518717957372614	21.2132843272831	4.10906588673978e-06	0.00448592592949506
ENSG00000165949	IFI27	protein_coding	interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]	14	5.66280279835295	5.05186033804512	20.5450231703165	5.82450247215353e-06	0.0058857143735009
ENSG00000062524	LTK	protein_coding	leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6721]	15	-3.28253485785377	4.44351727325736	19.4050291254836	1.05728273739788e-05	0.00850500492546802
ENSG00000099957	P2RX6	protein_coding	purinergic receptor P2X 6 [Source:HGNC Symbol;Acc:HGNC:8538]	22	-1.93991554500429	0.611642283757371	18.7813790262789	1.46591408548645e-05	0.0104583737891419
ENSG00000069188	SDK2	protein_coding	sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]	17	-1.61720837119337	4.05092271653545	18.7306995806642	1.50539272023765e-05	0.0104583737891419
ENSG00000212464	SNORA12	snoRNA	small nucleolar RNA, H/ACA box 12 [Source:HGNC Symbol;Acc:HGNC:32600]	10	-1.67782863194224	-0.822277955722964	18.5956811385405	1.61586210534134e-05	0.0107377549643639
ENSG00000230091	TMEM254-AS1	lncRNA	TMEM254 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27340]	10	-1.68230110597376	0.492054801411164	18.0877474834464	2.10954548886449e-05	0.0134342888549187
ENSG00000198796	ALPK2	protein_coding	alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]	18	4.0833375155989	1.86604780601637	17.1242564436096	3.50122798019054e-05	0.0178375894830774
ENSG00000213366	GSTM2	protein_coding	glutathione S-transferase mu 2 [Source:HGNC Symbol;Acc:HGNC:4634]	1	-1.33066022865594	4.11737438914681	16.4687836266706	4.94577197980187e-05	0.0220176645574485
ENSG00000229344	MTCO2P12	unprocessed_pseudogene	MT-CO2 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52028]	1	-5.57245983240765	6.13590131258674	16.4321722811933	5.04221425854722e-05	0.0220176645574485
ENSG00000166503	HDGFL3	protein_coding	HDGF like 3 [Source:HGNC Symbol;Acc:HGNC:24937]	15	1.61126801256529	4.43519615665914	16.3788571843071	5.18605027524305e-05	0.0220176645574485
ENSG00000186049	KRT73	protein_coding	keratin 73 [Source:HGNC Symbol;Acc:HGNC:28928]	12	-2.51760985318132	3.74041747657473	16.007869994277	6.30797225594673e-05	0.0247447549008656
ENSG00000100320	RBFOX2	protein_coding	RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]	22	-1.69584723033819	-0.0538275786462662	16.0060348656282	6.31408951278303e-05	0.0247447549008656
ENSG00000273149	AL138963.3	lncRNA	novel transcript, antisense to TPT1	13	-1.31821504384531	5.67334103115988	15.9330711573953	6.56220483864381e-05	0.0249569732669506
ENSG00000224420	ADM5	protein_coding	adrenomedullin 5 (putative) [Source:HGNC Symbol;Acc:HGNC:27293]	19	-1.13895113455144	1.82512083355082	15.5692023201505	7.95396741307794e-05	0.0270730379754448
ENSG00000263826	AC112907.3	lncRNA	novel transcript, antisense to eukaryotic translation initiation factor 4A, isoform 2 EIF4A2	3	-2.02009167902146	-0.726019909967508	15.5552307849225	8.01296402734479e-05	0.0270730379754448
ENSG00000203867	RBM20	protein_coding	RNA binding motif protein 20 [Source:HGNC Symbol;Acc:HGNC:27424]	10	-1.68532906228871	0.491239163469924	15.3766266337426	8.80709957062307e-05	0.0271286334088652
ENSG00000197928	ZNF677	protein_coding	zinc finger protein 677 [Source:HGNC Symbol;Acc:HGNC:28730]	19	-1.30933240618292	3.12591741694052	15.3613484453208	8.87860306474056e-05	0.0271286334088652
ENSG00000135114	OASL	protein_coding	2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]	12	1.4382662660793	5.07505116505418	15.1254669113283	0.000100597039808232	0.0289001018627551
ENSG00000164430	CGAS	protein_coding	cyclic GMP-AMP synthase [Source:HGNC Symbol;Acc:HGNC:21367]	6	1.01149033414	3.4404687071088	15.0973386494362	0.000102107138222244	0.0289001018627551
ENSG00000154914	USP43	protein_coding	ubiquitin specific peptidase 43 [Source:HGNC Symbol;Acc:HGNC:20072]	17	-2.49841791269984	-0.0897111196244074	14.6932227615777	0.000126500418758991	0.033673147535017
ENSG00000166341	DCHS1	protein_coding	dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681]	11	-1.08962000126978	5.38142978718033	14.6741998319931	0.000127783470101478	0.033673147535017
ENSG00000170486	KRT72	protein_coding	keratin 72 [Source:HGNC Symbol;Acc:HGNC:28932]	12	-2.658333328079	4.4016322433117	14.5005195700104	0.000140120890373685	0.0356934614745235
